DATE,PERMNO,SHRCD,EXCHCD,SICCD,DLRETX,DLRET,SHROUT,PRC,VOL,RET,RETX
20031031,12060,11,1,3641,,,11144681,29.01000,4775440,-0.026837,-0.026837
20031128,12060,11,1,3641,,,11144681,28.67000,4109213,-0.011720,-0.011720
20031231,12060,11,1,3641,,,10040860,30.98000,4283136,0.087548,0.080572
20040130,12060,11,1,3641,,,10007163,33.63000,4449989,0.085539,0.085539
20040227,12060,11,1,3641,,,10007163,32.52000,3388341,-0.027059,-0.033006
20040331,12060,11,1,3641,,,10082220,30.52000,8769844,-0.061501,-0.061501
20040430,12060,11,1,3641,,,11144681,29.95000,6504809,-0.018676,-0.018676
20040528,12060,11,1,3641,,,11144681,31.12000,3965363,0.039065,0.039065
20040630,12060,11,1,3641,,,10558247,32.40000,5884764,0.047558,0.041131
20040730,12060,11,1,3641,,,10558247,33.25000,4527757,0.026235,0.026235
20040831,12060,11,1,3641,,,10558247,32.79000,3260469,-0.013835,-0.013835
20040930,12060,11,1,3641,,,10572133,33.58000,3605578,0.030192,0.024093
20041029,12060,11,1,3641,,,10572133,34.12000,3197153,0.016081,0.016081
20041130,12060,11,1,3641,,,10572133,35.36000,3638430,0.036342,0.036342
20041231,12060,11,1,3641,,,10572133,36.50000,4010069,0.038462,0.032240
20050131,12060,11,1,3641,,,10572133,36.13000,3832153,-0.010137,-0.010137
20050228,12060,11,1,3641,,,10599919,35.20000,3148624,-0.019651,-0.025740
20050331,12060,11,1,3641,,,10605920,36.06000,3966135,0.024432,0.024432
20050429,12060,11,1,3641,,,10605920,36.20000,4312765,0.003882,0.003882
20050531,12060,11,1,3641,,,10605920,36.48000,3392432,0.007735,0.007735
20050630,12060,11,1,3641,,,10605920,34.65000,5025276,-0.044134,-0.050164
20050729,12060,11,1,3641,,,10605920,34.50000,4355843,-0.004329,-0.004329
20050831,12060,11,1,3641,,,10600811,33.61000,4137817,-0.025797,-0.025797
20050930,12060,11,1,3641,,,10600811,33.67000,4584868,0.008331,0.001785
20051031,12060,11,1,3641,,,10566167,33.91000,4737172,0.007128,0.007128
20051130,12060,11,1,3641,,,10566167,35.72000,4428589,0.053377,0.053377
20051230,12060,11,1,3641,,,10566167,35.05000,4559718,-0.011758,-0.018757
20060131,12060,11,1,3641,,,10566167,32.75000,6593941,-0.065621,-0.065621
20060228,12060,11,1,3641,,,10566167,32.87000,4843998,0.011298,0.003664
20060331,12060,11,1,3641,,,10398398,34.78000,5734705,0.058108,0.058108
20060428,12060,11,1,3641,,,10398398,34.59000,4774473,-0.005463,-0.005463
20060531,12060,11,1,3641,,,10398398,34.26000,5022643,-0.009540,-0.009540
